asset_id,exact_filename,class,location,surface,desktop_mobile_role,semantic_role,interaction_state_role,transparency_requirement,canonical_status,implementation_status,source_replacement_relationship,implementation_notes
FMD-CODE-ERROR-001,,CODE,Global,Error Surface,Responsive,404/technical/unavailable/retry behavior,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Final systems pass advanced: semantic 404, unavailable and technical-fallback Surfaces preserve Room navigation, canonical identity and availability separation without flattened specimens."
FMD-CODE-MOTION-001,,CODE,Global,Experience Layer,Responsive,Hover/focus/tap/selected/motion/reduced-motion states,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-RESPONSIVE-001,,CODE,Global,Presentation,Responsive,Picture/source switching and safe responsive composition,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Phases 2–9 advanced: responsive scene source selection is implemented for completed Surfaces; Meet DJ adds independent breakpoint-specific character scaling and positioning without baking identity into either scene master. Code-owned work remains tracked in this category until the implementation program closes."
FMD-CODE-SEO-001,,CODE,Global,External Surface,Responsive,Metadata/social preview/structured data generated from truth,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Final systems pass advanced: canonical URLs, Open Graph metadata, organization JSON-LD, sitemap, feed and robots sitemap discovery are generated from semantic site/page data; controlled and flattened references remain excluded."
FMD-NLR-EXPLORERENTRY-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Optional Explorer Entry character raster,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Base scene requires no character
FMD-NLR-EXPLORERMAIN-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Optional Main Studio Explorer raster,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Guide overlay is optional and not required for initial implementation
FMD-NLR-DJMEETING-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Optional Meeting Table DJ raster,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Presence overlay is optional and not required initially
FMD-NLR-CABINSMOKE-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Raster smoke layer,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Implement optional atmosphere in CSS
FMD-NLR-CABINGLOW-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Raster glow layer,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Implement static/motion-safe effect in CSS
FMD-NLR-TELESCOPE-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Transparent telescope cutout,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Keep telescope baked; use code overlay
FMD-NLR-DESK-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Transparent Desk/Now raster,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Use clean base plus code/data surface
FMD-NLR-MAP-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Raster Studio Map control,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Implement interactive map in HTML/SVG/CSS
FMD-NLR-ROOMOBJECTS-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Separate threshold/access-object rasters,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Use semantic overlays; visual objects may remain baked
FMD-NLR-UIRASTERS-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Individual badge/card/relationship/search state rasters,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Implement shared components in code
FMD-NLR-SOCIAL-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Dedicated raster requested before implementation,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Derive later from approved production assets
FMD-NLR-FALLBACK-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Dedicated fallback scene raster,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Semantic code fallback is sufficient
FMD-NLR-SWIRL-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Experimental circular/swirl mark,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,Rejected and noncanonical
FMD-NLR-PETS-001,,SUPERSEDED,Cross-Studio,Prior Production Concept,N/A,Separate pet assets/variants,None,No,NONCANONICAL-OR-UNNECESSARY,NO LONGER REQUIRED,Prior AAA master manifest,No separate pet assets are required. Pets remain baked only in the approved Library scene and DJ-approved Meet DJ responsive likeness compositions; they are not recurring Studio mascots.
